SMILES,Actual_logS,Predicted_logS,Residual,Absolute_Error,Max_Tanimoto,Mean_Top5_Tanimoto,AD_Class
COc1ccc(Cl)cc1,-2.78,-2.309910478331286,-0.47008952166871376,0.47008952166871376,0.5,0.4696666666666666,MODERATE
CC(=O)Nc1ccccc1,-1.33,-1.4977878928184065,0.16778789281840645,0.16778789281840645,0.65,0.6174176548089592,MODERATE
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,-4.5041401865738475,0.6641401865738477,0.6641401865738477,0.4523809523809524,0.4021814417466591,LOW
C/C1CCCCC1\C,-4.3,-4.209448981746229,-0.09055101825377054,0.09055101825377054,0.6666666666666666,0.4862348178137652,MODERATE
CCCCCCCCC=C,-5.51,-5.357817604887469,-0.15218239511253095,0.15218239511253095,1.0,0.6986111111111111,HIGH
COc1ccccc1Cl,-2.46,-2.146768074736585,-0.3132319252634148,0.3132319252634148,0.5217391304347826,0.4506179924391871,MODERATE
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,-1.9846783962747105,-0.36432160372528966,0.36432160372528966,0.9411764705882353,0.6890756302521007,HIGH
c2ccc1[nH]ncc1c2 ,-2.16,-0.9695813535517356,-1.1904186464482645,1.1904186464482645,0.38461538461538464,0.33543123543123543,LOW
c1c(Cl)cccc1c2ccccc2,-4.88,-4.441471301998751,-0.4385286980012486,0.4385286980012486,0.5789473684210527,0.5250381388253241,MODERATE
Brc1ccc2ccccc2c1,-4.4,-4.622248270134882,0.22224827013488202,0.22224827013488202,1.0,0.6158541941150637,HIGH
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,-2.2360217559112607,0.8460217559112608,0.8460217559112608,0.4827586206896552,0.3916017721291555,LOW
CCNC(=S)NCC,-1.46,-0.8444967380099719,-0.615503261990028,0.615503261990028,0.2857142857142857,0.2620804685510568,LOW
Brc1cc(Br)cc(Br)c1,-5.6,-5.004313644329167,-0.595686355670833,0.595686355670833,0.5384615384615384,0.44093906093906093,MODERATE
NC(=O)c1cccnc1 ,0.61,-0.24886581718868309,0.858865817188683,0.858865817188683,0.5666666666666667,0.4373333333333333,MODERATE
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,-7.190841941451448,-0.1991580585485515,0.1991580585485515,0.75,0.6330116959064328,HIGH
c1cnc2c(c1)ccc3ncccc23,-2.68,-3.127827870091062,0.4478278700910616,0.4478278700910616,0.5,0.425540971449759,MODERATE
Oc1ccccc1N(=O)=O,-1.74,-1.6290102052998243,-0.11098979470017567,0.11098979470017567,0.7,0.568,HIGH
NC(=O)c1ccccc1O,-1.836,-1.6578424725583827,-0.1781575274416174,0.1781575274416174,1.0,0.5576404780066107,HIGH
CCC(C)(C)Cl,-2.51,-2.503214111383025,-0.006785888616974933,0.006785888616974933,0.5833333333333334,0.46059773559773565,MODERATE
CC(C)SC(C)C,-2.24,-2.86067799716146,0.6206779971614598,0.6206779971614598,0.3,0.28363636363636363,LOW
CCOP(=S)(OCC)SCSC(C)(C)C,-4.755,-5.145330126930977,0.39033012693097735,0.39033012693097735,0.7083333333333334,0.5483251933251934,HIGH
Cc2cnc1cncnc1n2,-0.854,-1.531747855774358,0.677747855774358,0.677747855774358,0.5,0.34516125369066547,LOW
C#C,0.29,-0.30921473090564355,0.5992147309056435,0.5992147309056435,0.14285714285714285,0.11119769119769121,LOW
ClCC(Cl)Cl,-1.48,-1.6186654063057486,0.13866540630574864,0.13866540630574864,0.5,0.35333333333333333,LOW
C1=Cc2cccc3cccc1c23,-3.96,-4.328948602922165,0.36894860292216514,0.36894860292216514,0.5294117647058824,0.4127005347593583,MODERATE
O=C1CCCCC1,-0.6,-0.5461908566557129,-0.0538091433442871,0.0538091433442871,0.3,0.28245989304812835,LOW
CCc1ccccn1,0.51,-0.015863060776660696,0.5258630607766607,0.5258630607766607,0.4,0.3710813823857302,LOW
CCCC/C=C/C,-3.82,-3.6628689543358695,-0.1571310456641304,0.1571310456641304,0.47368421052631576,0.4132802594722099,LOW
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,-3.000266630108013,0.3702666301080133,0.3702666301080133,0.5681818181818182,0.47150437341955814,MODERATE
Nc1cccc(Cl)c1,-1.37,-1.2360695059633957,-0.1339304940366044,0.1339304940366044,0.6470588235294118,0.5183841957835766,MODERATE
COC(C)(C)C,-0.24,-1.0052795749692547,0.7652795749692547,0.7652795749692547,0.2727272727272727,0.2412975912975913,LOW
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,-4.153299157525231,0.2602991575252309,0.2602991575252309,0.5471698113207547,0.3598278958159792,LOW
CC(=O)Nc1ccc(Cl)cc1,-2.843,-2.224811280223269,-0.6181887197767311,0.6181887197767311,0.6666666666666666,0.6105092592592593,MODERATE
CCCC(C)(C)O,-0.49,-0.6882444696153784,0.19824446961537845,0.19824446961537845,0.6470588235294118,0.5492530345471522,MODERATE
CC(C)CBr,-2.43,-2.055090486093809,-0.3749095139061911,0.3749095139061911,0.4166666666666667,0.3860606060606061,LOW
CCCCCCC(=O)OCC,-2.74,-2.488604716205266,-0.2513952837947344,0.2513952837947344,1.0,0.8596969696969697,HIGH
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,-4.27132972008245,-0.29867027991755,0.29867027991755,0.8,0.5449257534917912,HIGH
CCCCCCCCBr,-5.06,-4.687492646472408,-0.3725073535275918,0.3725073535275918,1.0,0.85,HIGH
CCCCCCCCC,-5.88,-5.123607497232545,-0.7563925027674552,0.7563925027674552,1.0,1.0,HIGH
COc1cccc(Cl)c1,-2.78,-2.4000781109421627,-0.3799218890578371,0.3799218890578371,0.5238095238095238,0.4499525402134098,MODERATE
O=C1c2ccccc2C(=O)c3ccccc13,-5.19,-2.881158324645948,-2.3088416753540524,2.3088416753540524,0.5,0.43396825396825395,MODERATE
O=N(=O)c1cccc2ccccc12,-3.54,-2.994344225735185,-0.5456557742648149,0.5456557742648149,0.6086956521739131,0.5400022211116664,MODERATE
Oc1cc(Cl)c(Cl)cc1Cl,-2.21,-2.9344539299324,0.7244539299324,0.7244539299324,0.5714285714285714,0.5079114452798663,MODERATE
N(Nc1ccccc1)c2ccccc2 ,-2.92,-3.5596800083469597,0.6396800083469598,0.6396800083469598,0.5714285714285714,0.4842105263157895,MODERATE
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468,-2.7034616015642303,0.23546160156423035,0.23546160156423035,1.0,0.6555862068965517,HIGH
Oc1cccc(Cl)c1,-0.7,-0.9153876811000696,0.21538768110006967,0.21538768110006967,0.6111111111111112,0.5457076023391813,MODERATE
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,-7.06353704095184,-0.13646295904815986,0.13646295904815986,1.0,0.5381652661064427,HIGH
Nc1ccccc1,-0.41,-0.7159899689500956,0.3059899689500956,0.3059899689500956,0.4666666666666667,0.44223389355742293,LOW
CC(=O)N,1.58,0.6715725362135136,0.9084274637864864,0.9084274637864864,0.5555555555555556,0.4188034188034188,MODERATE
CCCC(C)(O)CC,-0.98,-0.9727857647963982,-0.00721423520360176,0.00721423520360176,0.6666666666666666,0.5183333333333333,MODERATE
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,-0.7360695302460084,0.5160695302460084,0.5160695302460084,0.3548387096774194,0.26310123906898103,LOW
C1CCC2CCCCC2C1,-5.19,-4.724984296997741,-0.46501570300225925,0.46501570300225925,0.38461538461538464,0.35003232062055595,LOW
CCBr,-1.09,-1.1695778591211337,0.07957785912113358,0.07957785912113358,0.5555555555555556,0.44279609279609283,MODERATE
