Compound ID,SMILES,Actual logS,Predicted logS,Residual,Absolute Error
1-Bromo-2-methylpropane,CC(C)CBr,-2.43,-2.055090486093809,-0.3749095139061911,0.3749095139061911
Ethyl heptanoate,CCCCCCC(=O)OCC,-2.74,-2.488604716205266,-0.2513952837947344,0.2513952837947344
Norethisterone,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,-4.27132972008245,-0.29867027991755,0.29867027991755
1-Bromooctane,CCCCCCCCBr,-5.06,-4.687492646472408,-0.3725073535275918,0.3725073535275918
Nonane,CCCCCCCCC,-5.88,-5.123607497232545,-0.7563925027674552,0.7563925027674552
3-Chloroanisole,COc1cccc(Cl)c1,-2.78,-2.4000781109421627,-0.3799218890578371,0.3799218890578371
Anthraquinone,O=C1c2ccccc2C(=O)c3ccccc13,-5.19,-2.881158324645948,-2.3088416753540524,2.3088416753540524
1-Nitronapthalene,O=N(=O)c1cccc2ccccc12,-3.54,-2.994344225735185,-0.5456557742648149,0.5456557742648149
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,-2.21,-2.9344539299324,0.7244539299324,0.7244539299324
hydrazobenzene,N(Nc1ccccc1)c2ccccc2 ,-2.92,-3.5596800083469597,0.6396800083469598,0.6396800083469598
Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468,-2.7034616015642303,0.23546160156423035,0.23546160156423035
3-Chlorophenol,Oc1cccc(Cl)c1,-0.7,-0.9153876811000696,0.21538768110006967,0.21538768110006967
DDD,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,-7.06353704095184,-0.13646295904815986,0.13646295904815986
Aniline ,Nc1ccccc1,-0.41,-0.7159899689500956,0.3059899689500956,0.3059899689500956
Acetamide,CC(=O)N,1.58,0.6715725362135136,0.9084274637864864,0.9084274637864864
3-Methyl-3-hexanol,CCCC(C)(O)CC,-0.98,-0.9727857647963982,-0.00721423520360176,0.00721423520360176
Trichlorfon,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,-0.7360695302460084,0.5160695302460084,0.5160695302460084
Decalin,C1CCC2CCCCC2C1,-5.19,-4.724984296997741,-0.46501570300225925,0.46501570300225925
Bromoethane,CCBr,-1.09,-1.1695778591211337,0.07957785912113358,0.07957785912113358
